ess,ess_ratio,frame_idx,heading_rad,num_particles,pdr_err_m,pdr_x,pdr_y,pf_err_m,pf_x,pf_y,route_idx,step_idx,step_len,top10_mass,true_x,true_y,w_entropy,w_max,w_min,w_std,weight_sum
1999.999932221356,0.999999966110678,67,2.811992853037502,2000,1.4407284720858091,6.314613691811236,2.7651021273316356,1.486425936645502,6.331677861021701,2.6896932047822215,72,11,0.4583198589695977,0.005001578870295764,4.981166181053373,3.3106443038243136,7.600902442597433,0.0005001647398436519,0.000499799345176781,9.204526492510516e-08,0.9999999999999996
1999.9999283662603,0.9999999641831302,73,2.7846518543348724,2000,1.614573455911076,5.93564994696021,2.9064231013130293,1.6607366605479668,5.952756970752292,2.8309733362820295,79,12,0.4044565954445087,0.005001625631263747,4.446849941156948,3.5311806440868976,7.60090244163366,0.0005001701563369719,0.0004997940822259421,9.462672886660453e-08,1.000000000000002
1999.9999252012756,0.9999999626006378,77,2.7487328488835754,2000,1.6580399557083005,5.518091185658343,3.0794602343460147,1.7043413075215965,5.535356680280723,3.003872799351946,85,13,0.45199244302114716,0.005001679347943355,3.9888646050114147,3.720211792883399,7.600902440842415,0.000500175722382448,0.0004997930531455199,9.669457505337644e-08,1.0000000000000009
1999.9999223000489,0.9999999611500244,81,2.807896281667068,2000,1.614079785085619,5.089998520265387,3.2278629081434826,1.6649607646023907,5.107694824568792,3.15205350706741,92,14,0.4530857355440393,0.005001717921476872,3.647222299607337,3.951499785123721,7.6009024401171015,0.0005001782347290257,0.0004997931793109458,9.855198772299704e-08,1.000000000000001
1999.9999196355598,0.9999999598177799,88,2.724942842431627,2000,1.2305234278015957,4.606597757179273,3.4417968596017423,1.3038480884751993,4.624377558859587,3.365966168855306,99,15,0.5286246620606936,0.0050017626744987866,3.92730721754294,4.467834027120136,7.600902439450974,0.0005001848853162798,0.0004997889282206104,1.0022751797124613e-07,0.9999999999999992
1999.9999170325,0.99999995851625,92,2.6972003141123917,2000,1.2902989507535525,4.2290255179670675,3.621580718048912,1.3668184628544797,4.246992200872723,3.5459083023089426,105,16,0.4181901858985588,0.005001800478830197,4.167379989204093,4.910406234206647,7.600902438800205,0.0005001915986931349,0.0004997903468011797,1.0183780176346601e-07,0.9999999999999981
1999.9999147086805,0.9999999573543402,96,2.726442441791577,2000,1.746289627025633,3.882017087737481,3.7745309662012763,1.8125074016577838,3.9000894635869177,3.6988622271552463,112,17,0.3792210820356267,0.005001842360458113,4.447464871813944,5.426740476203062,7.600902438219245,0.0005001966371374771,0.0004997886479305292,1.0325413028168486e-07,1.0
1999.9999124950564,0.9999999562475282,102,2.672654070416632,2000,2.2462832393082115,3.458413865396772,3.9891416270247357,2.3003291782923068,3.4768782119347277,3.913342811450068,118,18,0.474865692292583,0.005001881839218885,4.687537613197062,5.869312684080546,7.600902437665834,0.0005002038999519949,0.0004997780089455329,1.0458545975660284e-07,1.000000000000002
1999.9999105130453,0.9999999552565226,108,2.266769363649413,2000,2.7143046752883966,3.10846971087654,4.408021854449366,2.757577267127697,3.126989112150849,4.332283523950141,125,19,0.5458219088770537,0.005001924758732222,4.967622460481154,6.385646926076961,7.60090243717033,0.0005002109738782283,0.0004997672333716508,1.0576327249914275e-07,1.000000000000001
1999.9999088859295,0.9999999544429647,132,1.3755535306401505,2000,2.755805017883378,3.2113860615030934,4.928426714609543,2.795626323046444,3.229809940195829,4.8524922923368905,131,20,0.5304837355703007,0.005001955565003519,5.207695171585051,6.828219133163472,7.6009024367635565,0.0005002189621787826,0.0004997623495700566,1.0672047303313912e-07,0.9999999999999998
1999.9999076807105,0.9999999538403552,143,1.3107719039384405,2000,2.9363501088830137,3.3256184589727145,5.357794833311217,2.9749995993329654,3.343913816269484,5.281919022480113,138,21,0.4443039747617301,0.005001999121502231,5.487779983542198,7.3445533751598875,7.6009024364622615,0.0005002261569377302,0.0004997562149627143,1.0742398062305387e-07,1.0000000000000004
1999.999906173843,0.9999999530869216,147,1.2794322570175005,2000,3.1524965191373977,3.439059291057554,5.736058373606466,3.190985127743145,3.4572677253175703,5.660086092110889,145,22,0.39490774656974775,0.005002043336064814,5.7678647764789615,7.860887617156303,7.600902436085547,0.0005002332905908011,0.0004997515729829303,1.0829713840988589e-07,1.0000000000000004
1999.9999045690483,0.9999999522845242,151,1.2977748035179815,2000,3.285228580500978,3.548183614979064,6.1257688594652935,3.3227643530315456,3.566321487859013,6.04973524488932,151,23,0.4047003593520151,0.00500208346738643,6.007937440999431,8.303459825033787,7.600902435684352,0.0005002401032554877,0.000499749340711496,1.0921936432665567e-07,1.0000000000000013
1999.9999026889025,0.9999999513444512,158,1.2842028764150513,2000,3.5052913266798433,3.6588964310673906,6.50144012870711,3.543120542838423,3.67674665735745,6.4250199171910936,158,24,0.3916455415040052,0.00500212443231182,6.288022198610425,8.819794067030202,7.600902435214319,0.0005002465125787916,0.000499746076804119,1.1029001680431359e-07,0.9999999999999993
1999.9999008245245,0.9999999504122623,162,1.2319979953127715,2000,3.6021351633143825,3.8020756502557744,6.907754384460237,3.639391239893101,3.8198716552509104,6.831174011599586,164,25,0.43080339278563295,0.005002162460564447,6.528094832850477,9.262366274116713,7.600902434748226,0.0005002512643544252,0.0004997454042355172,1.1134152400326919e-07,1.0000000000000004
1999.9998990065528,0.9999999495032764,170,1.3197277097475375,2000,3.7534102764830966,3.9227398611767534,7.378215882516189,3.789555935310505,3.9404324565534528,7.301451888013761,171,26,0.4856890702396273,0.005002203748112187,6.808179555135697,9.778700516113128,7.600902434293735,0.0005002559153009983,0.0004997430786004706,1.1235738317673126e-07,0.9999999999999998
1999.9998969455098,0.9999999484727549,178,1.2779466349398652,2000,3.933382258552387,4.049264701039571,7.797840796427398,3.9687465056684963,4.067147417229489,7.721359981014395,178,27,0.43828484285599145,0.005002240769247856,7.088264258399345,10.295034758109544,7.600902433778478,0.0005002597788818944,0.0004997425536369016,1.1349806981147678e-07,1.0000000000000009
1999.9998951588618,0.9999999475794309,182,1.3167361826846955,2000,4.107142683352801,4.140256236666712,8.148251245069716,4.142129881926087,4.158102383772839,8.07173873726866,184,28,0.36203168656002427,0.005002274477969509,7.328336846057138,10.737606965987027,7.600902433331816,0.0005002624489312248,0.0004997417042177961,1.1447769595621358e-07,1.0000000000000009
1999.999893235954,0.999999946617977,186,1.3336156545798143,2000,4.317380351647623,4.238591664347893,8.555048863848862,4.3519142314346295,4.256458500024099,8.47842298056315,191,29,0.41851422793212617,0.0050023123821016195,7.608421513993821,11.253941207983443,7.600902432851089,0.0005002676703065836,0.0004997403090154201,1.1552275261453602e-07,1.0
1999.999891494867,0.9999999457474334,190,1.296066086910371,2000,4.403670921774222,4.364791454705134,9.002792259139799,4.4370666462464206,4.382674210241952,8.926016507757767,197,30,0.4651887091416428,0.005002349426828051,7.848494071372369,11.696513415069953,7.600902432415822,0.0005002718342677095,0.000499739551667832,1.1646090468970817e-07,0.9999999999999996
1999.9998894788505,0.9999999447394252,207,1.314544723662613,2000,4.367955604599408,4.506612023498782,9.544067638389757,4.39791234476423,4.524355833275033,9.467278116324586,204,31,0.5595463429557376,0.0050023860181824175,8.090151874882777,12.041522001795455,7.600902431911821,0.0005002770428001789,0.0004997371577357971,1.1753784279892024e-07,0.9999999999999993
1999.9998873036607,0.9999999436518303,214,1.2335661075725097,2000,4.099919730096399,4.6824803025431665,10.04565481140152,4.119717533433225,4.700106012468979,9.968643498237054,210,32,0.5315254873512323,0.005002423366287185,8.339735975838291,11.898712482761036,7.600902431368028,0.0005002814868628998,0.0004997348270380096,1.1868885064625478e-07,0.9999999999999984
1999.9998857316257,0.9999999428658128,221,0.6376616871095946,2000,3.759665137301164,5.125233371058621,10.373697460682742,3.771646831248047,5.1430234442553315,10.296860860528966,217,33,0.5510374392246803,0.005002447724786481,8.630917432879707,11.732101378275512,7.6009024309750215,0.0005002874958885545,0.0004997293419206596,1.1951379617090692e-07,1.0000000000000004
1999.9998844100476,0.9999999422050238,229,-0.04588472348822359,2000,3.5617937371478945,5.572983045772317,10.353138160069989,3.571729915677917,5.5911728233644045,10.276232313093496,224,34,0.44822143639936146,0.005002474788279754,8.922098896301003,11.565490272999018,7.600902430644632,0.0005002916131540791,0.0004997256833855247,1.2020293191526393e-07,0.9999999999999998
1999.9998824740612,0.9999999412370306,236,-0.18499223460768466,2000,2.789251923090067,6.147465798269674,10.245634166495513,2.801001364262385,6.165802309664162,10.168731008006553,230,35,0.5844549097675541,0.005002517120967527,8.748733189720546,11.252279212495349,7.600902430160646,0.0005002958782620614,0.0004997206227885991,1.212053759955886e-07,1.0000000000000007
1999.9998807399945,0.9999999403699973,240,-0.4956077959200518,2000,2.0693611126281084,6.603858228216086,9.998902456895102,2.084074903197007,6.622356732223155,9.922057078615751,237,36,0.5188165250208705,0.005002554443653818,8.506021188509635,10.813783728581184,7.600902429727141,0.0005003000958857871,0.0004997169690659591,1.2209627968551686e-07,1.0000000000000009
1999.9998794058224,0.9999999397029112,247,-1.1743904898975117,2000,1.7436864767408682,6.7769830939996885,9.585285227995188,1.7666522336121318,6.7956838518006455,9.508328698262863,243,37,0.44838759036734493,0.005002590443302487,8.297982319186987,10.437930456767752,7.600902429393605,0.000500304104680033,0.0004997139456588232,1.2277733129582935e-07,1.0000000000000004
1999.9998779702114,0.9999999389851058,251,-1.5160148921643872,2000,1.4926265424389948,6.798424292347255,9.194281490791127,1.5203055469372606,6.817189025127703,9.117117720321149,250,38,0.3915911739226544,0.005002626906468984,8.05527029197879,9.999434972062614,7.600902429034708,0.0005003078942518759,0.0004997089028913086,1.23505969474259e-07,1.0000000000000009
1999.9998765767602,0.9999999382883801,264,-1.9587707082292045,2000,1.5792015140598248,6.585659873447073,8.673679229224271,1.6124475004091852,6.604202594444738,8.596514843024696,256,39,0.5624014693245893,0.005002663861904377,7.847231400372759,9.623581700249185,7.600902428686356,0.0005003119267907983,0.0004997058513419081,1.2420912192480398e-07,0.9999999999999989
1999.9998752079362,0.9999999376039681,272,-1.7749799088915292,2000,1.466705162407782,6.4933241657115035,8.227762183597129,1.5050665759137294,6.511632937081778,8.15027961883957,263,40,0.4553766512502236,0.005002697102078504,7.60451934716728,9.185086215544047,7.600902428344159,0.0005003158240223285,0.0004997034160750671,1.2489599283965027e-07,1.0000000000000024
1999.9998740079188,0.9999999370039594,279,-1.8196725238807536,2000,1.3999829210528545,6.373245090236346,7.755279995137866,1.4435566781451188,6.391430995170557,7.677841112246759,270,41,0.4875022079726646,0.0050027283679168815,7.361807279962082,8.746590731629881,7.600902428044163,0.0005003192718867266,0.0004997007083979305,1.254950645363067e-07,1.0000000000000004
1999.9998726668991,0.9999999363334495,287,-1.8456456723109014,2000,1.3159358899168774,6.27147932204531,7.394390527687372,1.3628882231798474,6.2896446776178845,7.316814036441834,276,42,0.374963303927482,0.005002759302140705,7.153768354073922,8.370737459025479,7.600902427708917,0.0005003226939849153,0.0004996981382499117,1.2616116139628597e-07,0.9999999999999989
1999.9998714533383,0.9999999357266691,294,-1.8973262365592616,2000,1.1802896515349846,6.14852922626151,7.031333443123885,1.2297366032356003,6.166464975841857,6.953551047599645,283,43,0.3833108043154855,0.005002788345083081,6.911056260872632,7.932241975111314,7.600902427405531,0.0005003252048222097,0.0004996954527867881,1.2676093146857428e-07,1.0000000000000013
1999.999870331493,0.9999999351657465,299,-1.884629390116678,2000,1.0710388777289601,6.044733914777573,6.71152939728197,1.1231616876294266,6.062670614608011,6.633649149436888,289,44,0.3362262548090284,0.005002814062916399,6.703017312701095,7.556388702506911,7.600902427125075,0.0005003268285279116,0.0004996930989898231,1.2731286062775697e-07,1.0000000000000009
1999.9998692502224,0.9999999346251113,304,-1.9111990260119782,2000,0.9633923498026267,5.908867071842689,6.327930676671616,1.0185951263626059,5.926711163635132,6.250244993365769,296,45,0.40694935491163087,0.005002838452029448,6.4603051935025295,7.117893218592746,7.600902426854761,0.0005003288457009004,0.0004996912422068191,1.2784257168856674e-07,0.9999999999999988
1999.9998680964306,0.9999999340482153,309,-1.9359081409246528,2000,0.9787218347292965,5.746799269833643,5.90394711839784,1.0377190728972865,5.764681834059582,5.826003736867301,302,46,0.4539031065486731,0.005002861803288699,6.252266223047617,6.7420399467793155,7.600902426566318,0.000500329740630707,0.0004996892121243842,1.28405401697967e-07,0.9999999999999993
1999.9998668999422,0.9999999334499711,316,-1.8723235971596415,2000,0.9328934143755814,5.6090387455931054,5.461002124140319,0.9965522437539597,5.626959796498804,5.383360789970043,309,47,0.46387307528765126,0.005002887013963092,6.00955407785178,6.3035444620741785,7.600902426267201,0.0005003312686800207,0.0004996868630902717,1.289864656409081e-07,0.9999999999999987
1999.9998658917923,0.9999999329458962,320,-1.9462450104992222,2000,0.8490350571736146,5.45676452677552,5.074661390103669,0.9162295436073311,5.474581569364428,4.996682428360886,316,48,0.41526690271737676,0.00500290975164033,5.7668419186574145,5.865048978160013,7.600902426015169,0.000500333056558793,0.000499684854168373,1.29474040123579e-07,1.0
1999.9998648751482,0.9999999324375741,324,-2.1221154687709207,2000,0.8768135984157086,5.215535371580562,4.682368908316773,0.9425151811985323,5.233481630859293,4.604604879479969,322,49,0.46052675989848335,0.0050029341592843606,5.558802913920388,5.48919570555561,7.6009024257610145,0.0005003346824104197,0.0004996821526626362,1.2996387041835946e-07,0.9999999999999991
1999.999863836552,0.9999999319182761,331,-2.084710494773354,2000,0.878439329055455,4.968135962491685,4.244112882610434,0.9440124699073587,4.9860438566680845,4.166263335490522,329,50,0.5032641569647504,0.005002957779419385,5.3160907287275725,5.050700221641445,7.600902425501373,0.0005003356723694539,0.000499679888667521,1.3046237801466591e-07,0.9999999999999992
1999.9998628008425,0.9999999314004212,338,-2.1133181117429674,2000,0.9107855897139436,4.728641280033766,3.8468504983464724,0.9757020718992973,4.746320413802028,3.7686764306140113,335,51,0.4638697067892094,0.005002981060768276,5.108051701707177,4.6748469490370415,7.600902425242452,0.0005003368430233924,0.0004996778923365589,1.309576108093642e-07,1.000000000000002
1999.9998617921035,0.9999999308960518,342,-2.1668388327215737,2000,0.8498416679674755,4.479286170238883,3.4792559001411543,0.9125394569148934,4.4972900987911855,3.4013257734966587,342,52,0.44418887808065094,0.005003004576347906,4.86533949051828,4.236351465122877,7.600902424990274,0.0005003375121351233,0.0004996755431336393,1.3143815381013642e-07,0.9999999999999993
1999.9998609032807,0.9999999304516404,346,-2.1167413818378735,2000,0.804852496420667,4.279231423591167,3.1499692635452092,0.8665967259328364,4.297416445842657,3.072162353378391,348,53,0.3852941612546855,0.0050030261421046525,4.657300441214518,3.860498192518474,7.6009024247680745,0.0005003384874474831,0.0004996732618940488,1.3186011975375646e-07,1.0000000000000009
1999.9998599908233,0.9999999299954117,353,-2.177119220948221,2000,0.7208589119671873,4.040549050366084,2.805778494141646,0.7803216291830637,4.0584416503759515,2.7276962364377133,355,54,0.4188514784872733,0.005003048413513258,4.41458820402836,3.4220027086043086,7.600902424539967,0.0005003393710381258,0.0004996711679051135,1.3229190564036835e-07,0.9999999999999991
